user,rate_date,content,append,sku,status
刘***3,2025-01-05 17:03:15,手机手感不错，就是电池不咋的，电耗很快😓,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
x***9,2025-02-27 21:04:29,国机大品牌质优价惠值得信赖,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
曾***m,2025-01-13 07:34:03,使用感蛮好的，功能摸索中。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***7,2025-01-03 09:57:17,系统极其丝滑，可以满足轻度游戏，正常用电量够十个小时左右,,机身颜色:罗兰紫;存储容量:12GB+256GB;套餐类型:官方标配,
t***4,2024-12-13 14:38:16,手机今天收到了，物流超级快，昨天下的单，今天中午就到了，纠结了好久，还是选择了70pro太喜欢了,之前纠结犹豫了好久，还是选择这一款，用了几天真的非常不错很满意，照相清晰，网络顺畅，一直都在用华为的牌子，大品牌值得信赖，爱了爱了,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
j***i,2024-12-26 08:17:23,不管网上怎么说，自己够用就行。反应快，用着舒服最重要！,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
t***8,2025-01-30 18:46:20,非常流畅，拍照很清晰,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
h***3,2025-01-10 12:39:12,手机刚到货 感觉不错 先试用几天看看情况,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
天***1,2025-01-10 11:55:40,手机不错，物流也挺给力,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
y***r,2025-01-22 12:42:41,非常好，老婆很喜欢！,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
宝***5,2025-01-15 22:06:36,很喜欢，美丽实用，功能很好，拍照也清晰,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
2***g,2025-01-15 14:34:46,充电超快，8年来一直用华为，麦芒开始，P20，P40p，到P70P，都说华为用着卡，没感觉出来卡，P20自己用了3年，后面给我父亲在用，现在就还在用，7年了。,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
1***浩,2025-02-08 20:42:43,很棒的手机,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
霆***走,2025-05-01 22:56:36,感觉一般,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
l***萄,2025-03-12 14:39:10,还是mate系列好用,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
韩***起,2025-01-04 10:38:51,手机挺好看的，手感很舒服，就是刷抖音时不时的卡顿，后台退出再进就又好了,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
李***0,2025-01-14 18:24:19,用起来屏幕很丝滑流畅,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
l***6,2025-01-20 17:56:55,前摄像头还没有p50的清晰,,机身颜色:雪域白;存储容量:12GB+1TB;套餐类型:官方标配,
z***9,2025-03-09 17:51:32,第二天就到了，装机中,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
f***铄,2025-01-26 10:06:08,很好，完美。,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
2***y,2025-01-12 15:42:22,不错，用着很流畅。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
果***7,2024-12-24 09:13:28,说好的送货上门，EMS懒，直接扔驿站了，手机使用起来没毛病，丝滑不卡顿，速度快，也没发烫，充电贼快,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
w***5,2025-01-16 15:48:00,服务很好。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
狐***兔,2025-01-16 11:00:07,宝贝物超所值，很喜欢，下次还会来的,,机身颜色:雪域白;存储容量:12GB+1TB;套餐类型:官方标配,
飞***云,2025-01-09 14:28:54,真是优秀。买了不到一个星期做活动降了200,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
t***5,2025-01-21 13:51:58,好好好好评谢谢老板,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
w***2,2025-01-21 10:27:45,此用户没有填写评论!,还没p50好用*,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
g***h,2025-02-28 22:56:23,还好，只是配置有点低,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
t***2,2025-02-26 20:46:31,此用户没有填写评论!,华为的东西确实好！,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
默***户,2025-01-12 17:31:40,很好的，支持国产吧！用上了就不拍照了,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
t***i,2025-01-19 19:06:03,华为加油💪,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***5,2024-12-07 06:20:36,此用户没有填写评论!,续航很好拍照清晰运行畅快 华为 P70 Pro 手机真的给了我很大的惊喜。从产品外观来看，它的设计简约大气，线条流畅，精致的工艺让人一眼就爱上。无论是拿在手中还是放在桌上，都散发着一种高端时尚的魅力。 在微距体验方面，它能够清晰地捕捉到微小物体的细节，让我仿佛进入了一个全新的微观世界。抓拍体验也让我印象深刻。在瞬间发生的精彩时刻，能准确地捕捉到画面。无论是快速运动的物体还是稍纵即逝的表情，都能被完美地记录下来。这让我在生活中能够轻松地拍摄到那些珍贵的瞬间，留下美好的回忆。总的来说，华为 P70 Pro 手机是一款非常优秀的产品，无论是外观设计还是拍照功能，都超出了我的预期。强烈推荐给大家!,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
r***n,2024-12-07 11:53:41,通信音质：非常清晰  显示效果：一如既往的好 没有发热，充电飞快，拍照也极好,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
d***g,2024-12-18 18:43:36,新手机已收到，期待好用。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
湘***静,2025-01-25 18:12:59,速度很快,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***2,2024-12-09 21:11:32,系统流畅不发热  充电快  拍照强大  随拍都是大片  升级纯血鸿蒙更流畅 除了生态没用全覆盖没话说 不过日常使用的应用都有了  支持华为 国产骄傲  荣耀30pro换过来的  越用越好用  希望华为越来越强大  越来越辉煌  越来越好 一直遥遥领先,,机身颜色:罗兰紫;存储容量:12GB+256GB;套餐类型:官方标配,
t***7,2024-12-21 09:47:52,就是续航有点拉胯，其他不错，像素嘎嘎好,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***0,2025-02-19 22:32:57,纯血鸿蒙，太爽了！,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
卡***凡,2024-12-01 14:51:26,一直用的华为手机，从之前的V8到V10然后到现在的70por是一个很大的跨越，不管是手机的颜值还是各种功能的提升都超出了我对手机科技的认知，微距，AI照片处理，太给力了，再也不用担心拍照的时候有其它人的干扰了，拍就得了，还有智慧的小艺，说啥都懂，太聪明。不愧是中华有为，科技改变我们的生活，,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***0,2024-12-19 19:37:17,手机很好，和宣传的一样，质量很好，像素很好,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
l***狼,2025-01-01 12:19:09,暂时使用没问题,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***6,2025-01-01 13:10:02,触屏反应有点迟钝，颜色耐看，拍照效果不错。,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
萱***2,2024-12-27 05:42:24,不错，喜欢😍,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***9,2024-12-09 22:52:20,拍照很好看，就是肉眼所见。打王者也很流畅，开机一两天有一点温热，后面基本就很稳定了，没有发烫的情况，非常的流程，这个屏幕也很好，没有眼睛不舒服的情况，续航也很棒，基本一天一冲，爱死了这手机📱,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
雨***2,2024-12-06 09:30:07,从p30换过来的，刚开始很不习惯，屏幕太大了。增加了众多智能控制，相应耗电量也高，白天满电，晚上就剩百分之三四十了。有一次确实会出现机身过热的现象，考虑是后台同时运行多个app，改进后目前没出现机身过热问题。整体感觉还是很不错的。华为老用户，希望华为越来越来！,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
我***l,2024-12-06 17:31:08,此用户没有填写评论!,苹果手机用了十年，现转国产机选了华为pura70白色，外观不错适合女生，拍照外景不错的，抓拍微距都体验了棒棒的，下次试试拍人物。,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
c***6,2024-12-06 19:30:50,此用户没有填写评论!,手机非常好看。镜头很漂亮。无边框的流线型。买的白色1因为个人喜欢方形的，所以加了个外壳就和方框的边的一模一样。用了很多天功能很多，好多我用不到的功能都关闭了。为了出境旅游，天际通功能买的手机。这样上网会便宜些。境外的软件也可以在出境易APP上下载，下载方便可以正常使用。,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
s***n,2025-01-05 20:04:10,已经用了一段时间，感觉还不错。,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
萝***王,2024-12-14 14:13:44,第一次充电有点热，但是充得很快！用起来也很丝滑，下载也嘎嘎快，就是新买了手机壳套上的话，原来的膜就会被顶起来呜呜呜,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
q***8,2024-12-25 16:31:23,好好好，遥遥领先遥遥领先遥遥领先,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
b***1,2025-01-04 10:55:32,外壳稍微有点摩擦不影响用 懒得换了,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
遗***h,2024-12-20 08:29:05,除了续航一般，其余都很好，是正品。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
尹***0,2025-01-10 22:02:56,好，满意。很满意。物流很快。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
花***7,2024-12-04 22:42:26,超喜欢70p的夜景模式，色调是真喜欢。抓拍和微距拍摄都特别清晰，放大细节也很清楚，星星都拍出来了把咱家附近的夜市显得高端多了。多亏了朋友推荐白色真是耐看又大气，也不会过时。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***8,2024-12-28 08:35:01,好评肯定是要给好评的，这辈子都不可能不给好评，给别的咱也不会，只有靠给好评来维持生活这个样子！,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***7,2024-12-01 12:00:03,拍照好用，画质很好，手感不错，电量也够用，一直用的华为，希望越来越好。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
m***娟,2025-01-02 12:51:24,好，用了一段时间了，好喜欢摄像头的样儿,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
f***迪,2025-03-04 12:54:03,此用户没有填写评论!,可以，好用,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
重***己,2024-11-26 11:38:10,Pura70外观是我喜欢的，简洁大方，拍照非常清晰，抓拍微距体验很棒，可以省去买专业相机的费用了，关键网络通畅，还有那个充电非常好用，一会功夫就充满电了。,,机身颜色:羽砂黑;存储容量:12GB+1TB;套餐类型:官方标配,
c***0,2024-12-05 16:22:40,手机运行非常流畅。显示清楚细腻。相片的消除功能简直太好用了，很喜欢。充电速度也非常快。本来想升级最鸿蒙系统，但是我需要的几个软件还没适配。希望官方能尽快适配。最新的系统，看着别人用起好舒服。,,机身颜色:罗兰紫;存储容量:12GB+256GB;套餐类型:官方标配,
缘***1,2024-11-24 13:00:10,外观不错，手感可以。电池续航能力也还可以。系统使用上和上一架p40没啥区别，但似乎p40更为流畅，这个用了几天偶有卡顿。拍远景非常清晰，放大多倍以后依然清晰。微距拍照也不错。后期的AI处理比原来的手机有进步。唯一不满意的是自拍超丑，算是让我戒了自拍。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
f***1,2025-01-26 23:56:35,系统很快！,,机身颜色:雪域白;存储容量:12GB+1TB;套餐类型:官方标配,
t***4,2024-11-30 17:27:32,质量很好款式新颖，喜欢 客服态度非常好,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
飞***3,2025-01-01 17:34:01,手机很好，特别是手机颜色真的很好看哦,,机身颜色:罗兰紫;存储容量:12GB+256GB;套餐类型:官方标配,
辰***6,2024-11-22 20:59:13,拍照清晰，续航很好，运行丝滑 特意用了一段时间来评价，白色很漂亮，手感好，大小适合女生使用，拍照效果真好，随手一拍就很有感觉，无论是在阳光下还是在阴影中，都能拍摄出清晰、鲜艳的照片。超级微距下也能拍的很清晰。总的来说，这款手机的功能表现出色。网上说的发热发烫问题也没有碰到。续航也不错,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
y***t,2024-12-04 17:10:41,此用户没有填写评论!,机身圆润，微曲屏，点击屏幕私滑灵明，外观和比苹果大一样的三大摄像头，大的摄像头更大气，支持国产摇摇领先，加油。,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
m***花,2024-11-23 15:56:57,手持华为pura70系列，微距镜头和长焦拍出来效果不输专业相机，超级微距无论视觉效果还是色彩清晰度都是值得推荐的。抓拍几乎是能捕捉到关键帧。最后就是外观看上去比较靓颜，比较符合年轻人的审美标准，设计贴合人体美学,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
诚***5,2024-11-23 19:48:49,华为Pura70 Pro是非常出色的智能手机，具有强大的性能配置、辨识度高。极致的影像体验和持久的续航能力等优点。它也存在一些不足之处机身重量、配件价格以及部分应用适配等问题。支持国货对于追求极致使用体验的用户来说，华为Pura70 Pro仍然是一个值得考虑的选择。,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
w***0,2025-01-14 16:33:55,符合预期,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
懂***酷,2024-12-01 15:36:46,手机特别流畅，而且曲面屏也特别好用，拍照像素特别高，月亮拍的很清晰,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
y***9,2024-11-19 17:19:34,这次购物非常愉快！商品实惠好用，质量上乘。物流迅速，商家服务热情，售后无忧。手机拍照运行都不错、外观好看。雪域白是我喜欢的颜色，而且很百搭。送的：手机壳也不错，匹配度很高。抓拍的功能很好，对比了华为很多系列的产品，选择这个p70 Pro了，在店里体验过就觉得这个非常好。放大拍摄也很好，能把远处都拍的很清楚。产品质量，客服服务态度特别好，很喜欢，好评,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
茨***边,2024-12-03 09:10:07,镜头好大，拍照也比原来清楚了不少，就是手机尺寸比旧机大了一小圈，我手小单手有点抓不住，内存很大，总体上满意～,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
l***0,2024-11-26 20:24:03,不愧是华为，清晰度高，上网丝滑，不卡顿。拍照遥遥领先,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***6,2024-11-30 18:56:46,非常好，运行很快，老婆送的,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
l***3,2024-12-05 12:59:20,目前用起来还行，续航能用一天左右，充电很快，没有发热也不卡，刚开始刷抖音卡过两天现在不卡了，其他应用不卡，打王者也没有发热，拍照还行，比40颜色好看，但没有苹果拍照效果好和清晰，会有点模糊，闪拍功能不错，最喜欢就是ai修图，买这个手机也是为了这个功能，旗舰店买就是比较贵，什么活动都没有也没有赠品，就是为了保险，其他平台百亿补贴不敢买怕买到后封机，宁愿贵几百也想要新的。4年前双十一买了40pro，4年后双十一换70pro，紫色挺好看的，目前总体还比较满意，用惯了华为比苹果好用。,,机身颜色:罗兰紫;存储容量:12GB+256GB;套餐类型:官方标配,
依***翼,2024-11-18 01:31:14,之前是一直在用P40，唯独容量已经满足不了我了，正好老公的手机也要换，于是趁着双十一入了心心念念的Pura70 Pro。Pura70 Pro属于从外观感觉是直屏爱好者姑且也能接受的曲面屏。超级喜欢手机颜色，如果用一个词来形容的话，肤如凝脂真的是再合适不过。容量这次也大胆选择了1T，准备多用个几年。目前顺利完成了手机克隆，非常方便。总之，一款李夫人也觉得不错的手机。,,机身颜色:雪域白;存储容量:12GB+1TB;套餐类型:官方标配,
9***0,2024-12-02 23:46:43,这款华为pura70手机实在太好了，不仅手感舒服，外观好看，拍照效果也好，无比清晰，还能放大100倍，拍微距效果也好，真的太喜欢了,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***5,2024-12-14 10:15:41,颜色非常漂亮，就是拍摄与我想象中有些差距，使用起来手感很好,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
r***8,2024-12-14 11:12:21,手机通话音质都很好，现在入手是比较不错的选择，也有优惠。很合适,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***5,2024-12-10 19:37:13,太快了，前天下单，昨天收货！运行行云流水，百亿补贴价购买的，太值了！,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***2,2024-12-22 00:12:54,首先看上这款手机的颜值，很漂亮，用了几天手感很好，系统丝滑无卡顿，很满意,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
c***醒,2025-01-10 21:34:37,真的很赞耶！产品真的很好，我表示很喜欢，赞👍🏻,,机身颜色:罗兰紫;存储容量:12GB+256GB;套餐类型:官方标配,
m***7,2024-12-27 14:33:34,第一感觉还不错，等用用再来追评,,机身颜色:雪域白;存储容量:12GB+1TB;套餐类型:官方标配,
晨***3,2024-11-23 19:32:01,质量超好，是正品，而且用起来比之前的手机流畅多了，外观也很好看，特意买了白色，很耐看，带任何壳子都很百搭。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
z***4,2024-11-21 17:34:40,双十一买的，安全下车，手机拍照功能强劲，续航可以，手机散热很好，玩的久了也不怎么烫，从苹果转到华为，支持国货！,手机拍照拉近微距拍摄的，拍照功能强大。,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
礼***貌,2024-11-21 11:50:03,第二个华为手机，体验感来说确实上了几个层次，就外观而言真的有被惊艳到，手机中的白月光。微距通过对衣袖以及餐巾纸袋进行拍摄竟然能完完全全像个放大镜一样看的清清楚楚，抓拍功能也是很强大了。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***4,2024-12-16 08:15:50,挺好的，就是有点贵5299,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
h***0,2024-12-16 15:18:26,啥都好，就是耗电有点快,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
t***8,2024-11-27 17:32:03,很丝滑，拍照好看！手感也不错！遥遥领先！,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
t***9,2024-12-02 10:33:52,专门用了几天才来评价，我觉得各方面都可以，没有卡顿，超级快充的时候会有点发热，但没有很烫，应该属于正常范围，充电从20％到100％大概25分钟左右。总体来说是可以的，我没打游戏，不知道玩游戏会不会卡顿，但正常刷抖音追剧是没有什么问题的。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
h***z,2024-12-25 16:07:33,很不错，就是没法设置5G。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
x***1,2024-12-25 17:31:04,相信华为 值得肯定的 一直都是用华为,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
l***1,2024-12-31 12:08:40,百亿铺贴便宜,,机身颜色:雪域白;存储容量:12GB+1TB;套餐类型:官方标配,
人***g,2024-11-22 11:16:38,用了几天感觉挺好的也没有出现发热现象电池刷了两个小时视频掉了五点一天正常使用充一次电也够用了拍照效果清晰👍,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
杨***1,2024-11-20 15:22:57,华为p70p特别好用，拍照非常清晰，充电速度飞快。续航也很厉害。使用体验很稳，性价比很高。,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
f***l,2024-11-24 17:20:16,买的白色，外观很不错，手机用的挺顺滑，不卡顿，拍照质量清晰有层次，色彩挺饱和，较满意这个拍照效果,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***8,2024-11-24 12:24:29,外观很漂亮也很精致，手感很好，抓拍效果也很好，拍照功能用起来很舒服，尤其是微距很带劲，体验感拉满了,,机身颜色:罗兰紫;存储容量:12GB+256GB;套餐类型:官方标配,
其***1,2024-11-18 18:12:26,外观很好看，系统流畅，拍照效果非常棒，一百瓦快充充电很快.内存也大，性价比还是很高的！,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
s***d,2024-11-26 15:46:30,在选择Pura 70 Pro  还是Mate 60 Pro 的时候太纠结了。最终让我选择70的理由如下：单手握持比60舒服；拍照方面优秀一点尤其是高速闪拍真的太爽了；70的外观是我喜欢的，最终在纠结了好几天的情况下过段选择了70，我的选择没有错。,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
芭***黛,2024-11-21 16:50:40,产品没得说，用起来非常丝滑。屏幕很护眼，相比别的手机，这个字体看着更舒服，总之，超级满意。华为杠杠滴。,,机身颜色:羽砂黑;存储容量:12GB+1TB;套餐类型:官方标配,
一***z,2024-11-19 12:44:04,通信音质：相当可以，一分价钱一分货就是不一样  其他特色：拍照嘎嘎牛，拉到一百倍也能看清字  显示效果：超级好，屏幕用着很舒服，并没有很发热的情况，玩王者最高清的版本都很流畅,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
z***子,2024-11-23 17:32:51,双11新入手了pura70，发货速度很快，手机从外观到运行速度都很满意，拍照功能更是很好，之前买的那款手机用了4年，到现在一直用着，质量非常好，当时买的容量有点小，这次买了一个大容量的，希望能用5年😆😆😆，作为有民族担当的国产品牌，华为真心好用，非常推荐👍👍👍,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
宝***儿,2024-11-23 15:04:29,真的很喜欢，感觉都很好。拍摄就不说，巨巨巨清晰。,这样大家就更直观的感受华为手机的摄像感觉了吧，使用了一段时间后感觉电池也耐用，运行也丝滑流畅，都挺好的。,机身颜色:雪域白;存储容量:12GB+1TB;套餐类型:官方标配,
企***瓜,2024-11-23 12:37:48,挺好的手机，我和我老公一人买了一个，外观也很好看特别是电量很足很耐用 摄像头也很好看,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
尤***口,2024-12-23 08:35:03,给对象买的，他很喜欢，嘿嘿,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
y***5,2024-11-20 18:10:09,手机收到啦，手感非常的棒，很丝滑，外观也很漂亮，拍的照片也是清晰的没话说，微距拍摄也是非常的nice，总之体验感相当好！,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
李***慧,2024-11-20 12:10:19,手机手感很好   屏幕清晰  分辨率很高  拍照非常清晰 超级微距真给力  外观时尚好看  反应速度也快  华为给力,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
小***9,2024-11-20 15:00:44,看中了拍摄，赶在双十一活动的时候买了，用了一个多星期，买的白色，觉得手感还不错，就是摄像头大了点，要保护好，之前不小心摔了一下，有点小心疼，一直用华为，觉得还是不错的。,充电挺快的，屏幕好用，如果能有3D人脸识别就更好了，好评！颜值高,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
吉***囡,2024-11-20 17:40:43,通信音质：游戏玩家，对音质没要求  其他特色：简单易操作，很多隐藏实用功能可抖音等视频号里面找  显示效果：手机是可以的，技术是拉胯的，还在研究学习中,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
x***1,2024-11-20 11:36:15,P70的屏幕在色彩还原、亮度和对比度上的表现都很🈵意。尤其是其超微距拍摄功能更是惊艳！值得入手！,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
m***2,2024-11-20 16:11:45,#华为pura70 继P30后第二个华为手机，心心念念的p70pro终于到手了，跟期待的一样好，磨砂质感，拍照清晰，微距拍摄也是轻松拿捏，音响级音质！,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
泉***缺,2025-01-14 12:04:58,不错很好用，比原来MATE50 流畅多了,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
y***r,2024-12-17 18:44:09,此用户没有填写评论!,P70pro棒棒哒,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
s***3,2024-11-16 11:46:36,真的是正品！使用起来流畅不卡顿，非常满意。而且外观也很大气漂亮，家人都很喜欢。强烈推荐给大家哦~店家服务态度也很好呢！发货迅速次日就收到了。,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
l***f,2024-11-29 19:49:44,关注很久了，终于下手。,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
r***s,2025-01-04 02:30:26,二次购买,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
小***9,2024-12-12 18:16:31,就是不知道后续，使用效果会不会依然很好？,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
一***白,2024-11-26 21:35:46,趁双十一活动入手，顺利收到，没啥问题，外观没有瑕疵，使用流畅。本来还想着旧苹果手机里的图片手机号咋搬运过来，贴心的手册有提供克隆app可以扫码下载，省心省力。,,机身颜色:雪域白;存储容量:12GB+1TB;套餐类型:官方标配,
t***8,2024-11-26 04:13:36,手机收到了，太喜欢了，一直舍不得买，双11有优惠活动才舍得买，真的喜欢了,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
l***0,2024-11-19 21:16:08,收到手机，白色的质感我很喜欢，握持手感极佳，连续用了几天才来评论。系统丝滑无卡顿，屏幕清晰度高，色彩还原高，信号不用多说一级棒。拍照清晰，拍月亮直接用的拍照模式对准月亮手机会自动调整很棒，让我惊喜的是AI，现在才用了几天还在继续探索中，超出我预期很多，不愧是国货之光。,,机身颜色:雪域白;存储容量:12GB+1TB;套餐类型:官方标配,
j***s,2024-11-19 09:20:05,等了一个礼拜，终于等到了心心念念的pura70pro，外观颜值很高，手感也很好，使用起来很丝滑哈哈，拍照也不错，推荐🥰,,机身颜色:雪域白;存储容量:12GB+1TB;套餐类型:官方标配,
8***胖,2024-11-19 00:09:15,夜幕降临，华灯初上；无论是窗外万家的灯火，还是水里畅游的鱼儿，都能在华为pura70pro的镜头下精彩呈现；这款手机拍照效果超好，可以在小鱼儿游的时候，抓拍到它不同瞬间的状态；不管是微距还是广角都格外清晰，手机的设计也很漂亮，尤其是主打色紫色，很特别！,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
城***q,2024-11-19 14:30:53,手机雪域白，外观时尚美观，系统运行流畅，续航还行，拍照清晰，夜景亮度不错，远景和微观显示还行。,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
t***2,2024-11-19 12:08:28,手机收到了非常好，拍照很不错，手机用起来也很流畅，非常值得购买哦，非常推荐的一个手机。,,机身颜色:罗兰紫;存储容量:12GB+256GB;套餐类型:官方标配,
